GeneID1	GeneID2	PCC_mild	feature_type	PCC_mild_abs
APOA1	GC	0.193242074445115	protein-protein	0.193242074445115
APOA1	SERPINA1	0.144060853535289	protein-protein	0.144060853535289
SOD1	PON1	-0.143939478523033	protein-protein	0.143939478523033
SOD1	KLKB1	-0.225064276969149	protein-protein	0.225064276969149
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
F7	GC	0.1350585099585	protein-protein	0.1350585099585
SERPINA1	KLKB1	-0.547141310569856	protein-protein	0.547141310569856
SERPINA1	GC	0.19429795179217	protein-protein	0.19429795179217
APOA1	PON1	0.201233682521142	protein-protein	0.201233682521142
APOA1	GC	0.193242074445115	protein-protein	0.193242074445115
APOA1	SERPINA1	0.144060853535289	protein-protein	0.144060853535289
CA2	KLKB1	-0.196313072967979	protein-protein	0.196313072967979
CA2	SERPINA1	0.263611264557575	protein-protein	0.263611264557575
SOD1	PON1	-0.143939478523033	protein-protein	0.143939478523033
PON1	HP	-0.185656412136305	protein-protein	0.185656412136305
PRG4	BCHE	0.484742503302847	protein-protein	0.484742503302847
SERPINA1	SELENOP	-0.334713657170918	protein-protein	0.334713657170918
SOD1	BCHE	-0.292954370962089	protein-protein	0.292954370962089
FN1	ITGB3	0.120081128673381	protein-protein	0.120081128673381
FN1	CST3	0.163217337633704	protein-protein	0.163217337633704
FN1	SOD1	0.145883737313596	protein-protein	0.145883737313596
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
FN1	ITGA2B	0.122160618345511	protein-protein	0.122160618345511
FN1	ITGB3	0.120081128673381	protein-protein	0.120081128673381
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
FN1	ITGA2B	0.122160618345511	protein-protein	0.122160618345511
FN1	ITGB3	0.120081128673381	protein-protein	0.120081128673381
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
CD163	HP	0.278718086230156	protein-protein	0.278718086230156
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
FN1	ITGA2B	0.122160618345511	protein-protein	0.122160618345511
FN1	ITGB3	0.120081128673381	protein-protein	0.120081128673381
CD163	HP	0.278718086230156	protein-protein	0.278718086230156
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
FN1	ITGA2B	0.122160618345511	protein-protein	0.122160618345511
FN1	ITGB3	0.120081128673381	protein-protein	0.120081128673381
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
FN1	ITGA2B	0.122160618345511	protein-protein	0.122160618345511
FN1	ITGB3	0.120081128673381	protein-protein	0.120081128673381
FN1	SERPINA1	-0.405269147904952	protein-protein	0.405269147904952
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
FN1	ITGB3	0.120081128673381	protein-protein	0.120081128673381
APOA1	PON1	0.201233682521142	protein-protein	0.201233682521142
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
ITGB3	ITGA2B	0.920595291120542	protein-protein	0.920595291120542
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
S100A9	S100A8	0.708595127815671	protein-protein	0.708595127815671
B2M	IGFBP7	0.460982899169271	protein-protein	0.460982899169271
PPIB	TPI1	0.299385500793378	protein-protein	0.299385500793378
CDH5	IGFBP7	0.237388946620995	protein-protein	0.237388946620995
YWHAE	TFRC	-0.222391196937064	protein-protein	0.222391196937064
SERPINC1	F11	0.255543028460761	protein-protein	0.255543028460761
CDH5	IGFBP7	0.237388946620995	protein-protein	0.237388946620995
YWHAE	TPI1	0.461339107508885	protein-protein	0.461339107508885
PPIB	TPI1	0.299385500793378	protein-protein	0.299385500793378
CDH5	IGFBP7	0.237388946620995	protein-protein	0.237388946620995
SERPINC1	CA1	0.191416151573522	protein-protein	0.191416151573522
TFRC	ANXA2	-0.101064404688747	protein-protein	0.101064404688747
APOH	F11	0.180432529048346	protein-protein	0.180432529048346
CPB2	F11	0.221277465591413	protein-protein	0.221277465591413
CPB2	APOH	0.329755820782749	protein-protein	0.329755820782749
AFM	SERPINA4	0.671110162890589	protein-protein	0.671110162890589
SERPINC1	SERPINA4	0.313868792605046	protein-protein	0.313868792605046
SERPINC1	F11	0.255543028460761	protein-protein	0.255543028460761
CPB2	SERPINA4	0.315352637391211	protein-protein	0.315352637391211
CPB2	AFM	0.245808885087881	protein-protein	0.245808885087881
CPB2	APOH	0.329755820782749	protein-protein	0.329755820782749
CPB2	SERPINC1	0.315295035399732	protein-protein	0.315295035399732
SERPING1	SERPINC1	0.327102995497038	protein-protein	0.327102995497038
CDH5	IGFBP7	0.237388946620995	protein-protein	0.237388946620995
YWHAE	TPI1	0.461339107508885	protein-protein	0.461339107508885
CPB2	APOH	0.329755820782749	protein-protein	0.329755820782749
CPB2	SERPINC1	0.315295035399732	protein-protein	0.315295035399732
SERPING1	SERPINC1	0.327102995497038	protein-protein	0.327102995497038
CDH5	IGFBP7	0.237388946620995	protein-protein	0.237388946620995
CDH5	CPB2	0.198681276343066	protein-protein	0.198681276343066
CAT	AFM	-0.132033003286206	protein-protein	0.132033003286206
SERPINC1	F11	0.255543028460761	protein-protein	0.255543028460761
CPB2	SERPINA4	0.315352637391211	protein-protein	0.315352637391211
CPB2	F11	0.221277465591413	protein-protein	0.221277465591413
CPB2	APOH	0.329755820782749	protein-protein	0.329755820782749
CPB2	SERPINC1	0.315295035399732	protein-protein	0.315295035399732
CDH5	AFM	0.3131684240371	protein-protein	0.3131684240371
AFM	SERPINA4	0.671110162890589	protein-protein	0.671110162890589
F11	SERPINA4	0.16409191459999	protein-protein	0.16409191459999
APOH	SERPINA4	0.314415646038058	protein-protein	0.314415646038058
APOH	F11	0.180432529048346	protein-protein	0.180432529048346
SERPINC1	SERPINA4	0.313868792605046	protein-protein	0.313868792605046
CPB2	SERPINA4	0.315352637391211	protein-protein	0.315352637391211
CPB2	F11	0.221277465591413	protein-protein	0.221277465591413
CPB2	APOH	0.329755820782749	protein-protein	0.329755820782749
PPIB	ANXA2	-0.271516315654801	protein-protein	0.271516315654801
AFM	SERPINA4	0.671110162890589	protein-protein	0.671110162890589
CAT	AFM	-0.132033003286206	protein-protein	0.132033003286206
CPB2	APOH	0.329755820782749	protein-protein	0.329755820782749
CPB2	SERPINC1	0.315295035399732	protein-protein	0.315295035399732
PPIB	SERPING1	0.254995854656089	protein-protein	0.254995854656089
F11	CA1	-0.143598586130064	protein-protein	0.143598586130064
F11	AFM	-0.115367470177081	protein-protein	0.115367470177081
APOH	SERPINA4	0.314415646038058	protein-protein	0.314415646038058
CPB2	SERPINA4	0.315352637391211	protein-protein	0.315352637391211
PPIB	B2M	0.291038291410343	protein-protein	0.291038291410343
CDH5	IGFBP7	0.237388946620995	protein-protein	0.237388946620995
APOH	SERPINA4	0.314415646038058	protein-protein	0.314415646038058
SERPINC1	SERPINA4	0.313868792605046	protein-protein	0.313868792605046
B2M	SOD2	0.538841175039433	protein-protein	0.538841175039433
F11	SOD2	-0.280652741822951	protein-protein	0.280652741822951
F11	TPI1	-0.296878452669438	protein-protein	0.296878452669438
APOH	F11	0.180432529048346	protein-protein	0.180432529048346
SERPINC1	F11	0.255543028460761	protein-protein	0.255543028460761
CPB2	F11	0.221277465591413	protein-protein	0.221277465591413
CPB2	APOH	0.329755820782749	protein-protein	0.329755820782749
CPB2	SERPINC1	0.315295035399732	protein-protein	0.315295035399732
CDH5	SOD2	-0.29635770760639	protein-protein	0.29635770760639
F11	AFM	-0.115367470177081	protein-protein	0.115367470177081
APOH	SERPINA4	0.314415646038058	protein-protein	0.314415646038058
APOH	AFM	0.316346624043216	protein-protein	0.316346624043216
APOH	F11	0.180432529048346	protein-protein	0.180432529048346
SERPINC1	SERPINA4	0.313868792605046	protein-protein	0.313868792605046
SERPINC1	F11	0.255543028460761	protein-protein	0.255543028460761
SERPINC1	CAT	0.235984546801397	protein-protein	0.235984546801397
CPB2	SERPINA4	0.315352637391211	protein-protein	0.315352637391211
CPB2	AFM	0.245808885087881	protein-protein	0.245808885087881
CPB2	F11	0.221277465591413	protein-protein	0.221277465591413
CPB2	APOH	0.329755820782749	protein-protein	0.329755820782749
CPB2	CAT	0.264938207957871	protein-protein	0.264938207957871
CPB2	SERPINC1	0.315295035399732	protein-protein	0.315295035399732
ANXA2	CA1	-0.105813171080669	protein-protein	0.105813171080669
AFM	SOD2	-0.221529408995281	protein-protein	0.221529408995281
SERPINC1	ANXA2	0.123324292580994	protein-protein	0.123324292580994
B2M	TFRC	-0.217958702243229	protein-protein	0.217958702243229
CPB2	AFM	0.245808885087881	protein-protein	0.245808885087881
SERPING1	F11	0.222203376912064	protein-protein	0.222203376912064
CDH5	F11	0.384514346804353	protein-protein	0.384514346804353
B2M	TFRC	-0.217958702243229	protein-protein	0.217958702243229
APOH	ANXA2	0.174253420038074	protein-protein	0.174253420038074
APOH	ANXA2	0.174253420038074	protein-protein	0.174253420038074
B2M	TFRC	-0.217958702243229	protein-protein	0.217958702243229
APOH	ANXA2	0.174253420038074	protein-protein	0.174253420038074
SERPINC1	SERPINA4	0.313868792605046	protein-protein	0.313868792605046
SERPING1	SERPINA4	-0.439688687743028	protein-protein	0.439688687743028
SERPING1	SERPINC1	0.327102995497038	protein-protein	0.327102995497038
C2	C1S	0.14137660064819	protein-protein	0.14137660064819
SERPINA1	C1S	0.102775917645658	protein-protein	0.102775917645658
CFH	CFD	0.105362320930898	protein-protein	0.105362320930898
ALDOB	C8G	-0.112009316891322	protein-protein	0.112009316891322
SERPINA1	SERPINB1	0.367592801899237	protein-protein	0.367592801899237
SERPINA1	CD14	0.220120812787388	protein-protein	0.220120812787388
COMP	FCGR2A	0.28191455504784	protein-protein	0.28191455504784
CFB	FCGR2A	0.125537391488286	protein-protein	0.125537391488286
CSF1R	CFB	-0.107218318211759	protein-protein	0.107218318211759
CPN1	HRG	-0.268975656406026	protein-protein	0.268975656406026
C1S	FCGR2A	0.26321791344285	protein-protein	0.26321791344285
C1S	COMP	0.310249972116263	protein-protein	0.310249972116263
C1S	CFB	0.192823624034885	protein-protein	0.192823624034885
C2	FCGR2A	0.42211672036103	protein-protein	0.42211672036103
C2	COMP	-0.129220805668384	protein-protein	0.129220805668384
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
C2	C1S	0.14137660064819	protein-protein	0.14137660064819
CD14	CSF1R	-0.153394304529662	protein-protein	0.153394304529662
CD14	C1S	0.322477805815249	protein-protein	0.322477805815249
SERPINA1	CFB	0.327422102806378	protein-protein	0.327422102806378
SERPINA1	CD14	0.220120812787388	protein-protein	0.220120812787388
C1S	CFB	0.192823624034885	protein-protein	0.192823624034885
CFH	HRG	0.434488950070761	protein-protein	0.434488950070761
CFH	CFB	-0.21602889363515	protein-protein	0.21602889363515
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
C2	CPN1	0.249993699764396	protein-protein	0.249993699764396
APOC3	CFB	-0.2952506687237	protein-protein	0.2952506687237
APOC3	C2	-0.276465272334935	protein-protein	0.276465272334935
SERPINA1	CFB	0.327422102806378	protein-protein	0.327422102806378
SERPINA1	CPN1	0.446107744485285	protein-protein	0.446107744485285
SERPINA1	CFH	0.170037596044422	protein-protein	0.170037596044422
SERPINA1	APOC3	-0.177921323572366	protein-protein	0.177921323572366
APOH	HRG	0.399023411172002	protein-protein	0.399023411172002
APOH	CFB	-0.375690927300643	protein-protein	0.375690927300643
APOH	CFH	0.355028474023253	protein-protein	0.355028474023253
APOH	C2	-0.324247452712818	protein-protein	0.324247452712818
APOA1	CPN1	-0.127620520693719	protein-protein	0.127620520693719
APOA1	C2	-0.350020444959133	protein-protein	0.350020444959133
APOA1	APOC3	0.280938745997982	protein-protein	0.280938745997982
APOA1	SERPINA1	0.144060853535289	protein-protein	0.144060853535289
APOA1	APOH	0.167927151866774	protein-protein	0.167927151866774
C4BPB	CFB	0.146323100926868	protein-protein	0.146323100926868
C4BPB	CPN1	0.185106269220393	protein-protein	0.185106269220393
C4BPB	CFH	0.184438572188777	protein-protein	0.184438572188777
C4BPB	C2	0.130626238965299	protein-protein	0.130626238965299
C4BPB	ALDOB	0.112819936872278	protein-protein	0.112819936872278
C4BPB	APOC3	0.147461283336331	protein-protein	0.147461283336331
C4BPB	SERPINA1	0.301759303808346	protein-protein	0.301759303808346
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
CD14	CSF1R	-0.153394304529662	protein-protein	0.153394304529662
APOC3	DBH	-0.465791427091999	protein-protein	0.465791427091999
APOC3	CPN1	-0.191917113166856	protein-protein	0.191917113166856
SERPINA1	CSF1R	0.198269114147551	protein-protein	0.198269114147551
HRG	HGFAC	0.520035714053998	protein-protein	0.520035714053998
CFB	HGFAC	-0.484710271713734	protein-protein	0.484710271713734
F9	HGFAC	0.175366566343881	protein-protein	0.175366566343881
F9	C8G	0.240609481468878	protein-protein	0.240609481468878
F9	CFB	-0.101837804879096	protein-protein	0.101837804879096
AHSG	HGFAC	0.239927748467419	protein-protein	0.239927748467419
AHSG	CFB	-0.147645329284966	protein-protein	0.147645329284966
AHSG	F9	-0.165688322956955	protein-protein	0.165688322956955
CPN1	HGFAC	-0.369362737701823	protein-protein	0.369362737701823
CPN1	AHSG	-0.501884584098532	protein-protein	0.501884584098532
C2	HGFAC	-0.250492833851897	protein-protein	0.250492833851897
C2	HRG	-0.496388781891997	protein-protein	0.496388781891997
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
CD14	CFH	-0.108533632809709	protein-protein	0.108533632809709
CD14	C2	0.427994479954142	protein-protein	0.427994479954142
APOC3	C8G	-0.254599718910737	protein-protein	0.254599718910737
APOC3	CFB	-0.2952506687237	protein-protein	0.2952506687237
APOC3	CPN1	-0.191917113166856	protein-protein	0.191917113166856
SERPINA1	HGFAC	-0.23664067716795	protein-protein	0.23664067716795
SERPINA1	F9	0.331008545937481	protein-protein	0.331008545937481
SERPINA1	AHSG	-0.43618825538269	protein-protein	0.43618825538269
APOH	HGFAC	0.289072083314208	protein-protein	0.289072083314208
APOH	F9	0.201549224890864	protein-protein	0.201549224890864
APOA1	HGFAC	0.3702846069035	protein-protein	0.3702846069035
APOA1	AHSG	0.362582966851655	protein-protein	0.362582966851655
APOA1	APOC3	0.280938745997982	protein-protein	0.280938745997982
APOA1	APOH	0.167927151866774	protein-protein	0.167927151866774
C4BPB	HGFAC	0.136410708986884	protein-protein	0.136410708986884
C4BPB	C8G	0.151898738975796	protein-protein	0.151898738975796
C4BPB	CFB	0.146323100926868	protein-protein	0.146323100926868
C4BPB	F9	0.387136175369154	protein-protein	0.387136175369154
C4BPB	AHSG	-0.393782555441819	protein-protein	0.393782555441819
C4BPB	CPN1	0.185106269220393	protein-protein	0.185106269220393
C4BPB	APOC3	0.147461283336331	protein-protein	0.147461283336331
C4BPB	SERPINA1	0.301759303808346	protein-protein	0.301759303808346
C4BPB	APOA1	-0.153433885524008	protein-protein	0.153433885524008
C2	FCGR2A	0.42211672036103	protein-protein	0.42211672036103
C2	C1S	0.14137660064819	protein-protein	0.14137660064819
CD14	CSF1R	-0.153394304529662	protein-protein	0.153394304529662
CD14	C1S	0.322477805815249	protein-protein	0.322477805815249
CD14	C2	0.427994479954142	protein-protein	0.427994479954142
CD14	CSF1R	-0.153394304529662	protein-protein	0.153394304529662
F9	HRG	0.119132143906556	protein-protein	0.119132143906556
AHSG	F9	-0.165688322956955	protein-protein	0.165688322956955
CPN1	HRG	-0.268975656406026	protein-protein	0.268975656406026
C1S	HRG	0.120183468801319	protein-protein	0.120183468801319
C1S	F9	0.300444115304831	protein-protein	0.300444115304831
CFH	HRG	0.434488950070761	protein-protein	0.434488950070761
C2	C1S	0.14137660064819	protein-protein	0.14137660064819
CD14	C1S	0.322477805815249	protein-protein	0.322477805815249
CD14	CFH	-0.108533632809709	protein-protein	0.108533632809709
CD14	C2	0.427994479954142	protein-protein	0.427994479954142
ALDOB	C8G	-0.112009316891322	protein-protein	0.112009316891322
ALDOB	CPN1	0.186101413824266	protein-protein	0.186101413824266
APOC3	CPN1	-0.191917113166856	protein-protein	0.191917113166856
APOC3	C1S	-0.116453469946709	protein-protein	0.116453469946709
APOC3	CFH	-0.278850186044762	protein-protein	0.278850186044762
SERPINA1	HRG	-0.101593136642124	protein-protein	0.101593136642124
SERPINA1	CPN1	0.446107744485285	protein-protein	0.446107744485285
APOH	HRG	0.399023411172002	protein-protein	0.399023411172002
APOH	F9	0.201549224890864	protein-protein	0.201549224890864
APOA1	AHSG	0.362582966851655	protein-protein	0.362582966851655
APOA1	CPN1	-0.127620520693719	protein-protein	0.127620520693719
APOA1	APOC3	0.280938745997982	protein-protein	0.280938745997982
APOA1	APOH	0.167927151866774	protein-protein	0.167927151866774
C4BPB	AHSG	-0.393782555441819	protein-protein	0.393782555441819
C4BPB	C2	0.130626238965299	protein-protein	0.130626238965299
APOC3	CFH	-0.278850186044762	protein-protein	0.278850186044762
COMP	HGFAC	0.170800512865172	protein-protein	0.170800512865172
APOA1	CFB	-0.407081850330789	protein-protein	0.407081850330789
HRG	HGFAC	0.520035714053998	protein-protein	0.520035714053998
CFB	DBH	0.370296413583547	protein-protein	0.370296413583547
F9	HGFAC	0.175366566343881	protein-protein	0.175366566343881
F9	HRG	0.119132143906556	protein-protein	0.119132143906556
AHSG	HGFAC	0.239927748467419	protein-protein	0.239927748467419
C1S	CFB	0.192823624034885	protein-protein	0.192823624034885
CFH	HRG	0.434488950070761	protein-protein	0.434488950070761
CFH	CFB	-0.21602889363515	protein-protein	0.21602889363515
C2	C8G	0.132076992426325	protein-protein	0.132076992426325
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
C2	C1S	0.14137660064819	protein-protein	0.14137660064819
CD14	C8G	0.188393655870579	protein-protein	0.188393655870579
CD14	C2	0.427994479954142	protein-protein	0.427994479954142
SERPINA1	CFB	0.327422102806378	protein-protein	0.327422102806378
APOH	HRG	0.399023411172002	protein-protein	0.399023411172002
APOH	CFB	-0.375690927300643	protein-protein	0.375690927300643
APOH	F9	0.201549224890864	protein-protein	0.201549224890864
APOH	CFH	0.355028474023253	protein-protein	0.355028474023253
APOA1	HGFAC	0.3702846069035	protein-protein	0.3702846069035
APOA1	AHSG	0.362582966851655	protein-protein	0.362582966851655
APOA1	APOC3	0.280938745997982	protein-protein	0.280938745997982
C4BPB	CFB	0.146323100926868	protein-protein	0.146323100926868
C8G	DBH	0.164455550111897	protein-protein	0.164455550111897
HRG	C8G	-0.100701244537117	protein-protein	0.100701244537117
CFB	HGFAC	-0.484710271713734	protein-protein	0.484710271713734
CFB	C8G	0.168536198644507	protein-protein	0.168536198644507
CFB	HRG	-0.476137400003993	protein-protein	0.476137400003993
F9	DBH	0.138159155352964	protein-protein	0.138159155352964
F9	HGFAC	0.175366566343881	protein-protein	0.175366566343881
F9	C8G	0.240609481468878	protein-protein	0.240609481468878
F9	HRG	0.119132143906556	protein-protein	0.119132143906556
F9	CFB	-0.101837804879096	protein-protein	0.101837804879096
CPN1	HRG	-0.268975656406026	protein-protein	0.268975656406026
C1S	CFB	0.192823624034885	protein-protein	0.192823624034885
CFH	C8G	-0.100265580927921	protein-protein	0.100265580927921
CFH	HRG	0.434488950070761	protein-protein	0.434488950070761
CFH	CFB	-0.21602889363515	protein-protein	0.21602889363515
C2	HGFAC	-0.250492833851897	protein-protein	0.250492833851897
C2	C8G	0.132076992426325	protein-protein	0.132076992426325
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
C2	C1S	0.14137660064819	protein-protein	0.14137660064819
C2	CFH	-0.34453659972957	protein-protein	0.34453659972957
CD14	DBH	0.353026181334733	protein-protein	0.353026181334733
CD14	CFB	0.364534329103394	protein-protein	0.364534329103394
CD14	C1S	0.322477805815249	protein-protein	0.322477805815249
CD14	CFH	-0.108533632809709	protein-protein	0.108533632809709
CD14	C2	0.427994479954142	protein-protein	0.427994479954142
APOC3	CPN1	-0.191917113166856	protein-protein	0.191917113166856
SERPINA1	CPN1	0.446107744485285	protein-protein	0.446107744485285
SERPINA1	APOC3	-0.177921323572366	protein-protein	0.177921323572366
APOH	HGFAC	0.289072083314208	protein-protein	0.289072083314208
APOH	CFB	-0.375690927300643	protein-protein	0.375690927300643
APOH	F9	0.201549224890864	protein-protein	0.201549224890864
APOA1	AHSG	0.362582966851655	protein-protein	0.362582966851655
APOA1	APOC3	0.280938745997982	protein-protein	0.280938745997982
C4BPB	HGFAC	0.136410708986884	protein-protein	0.136410708986884
C4BPB	C8G	0.151898738975796	protein-protein	0.151898738975796
C4BPB	CFB	0.146323100926868	protein-protein	0.146323100926868
C4BPB	F9	0.387136175369154	protein-protein	0.387136175369154
C4BPB	CPN1	0.185106269220393	protein-protein	0.185106269220393
C4BPB	C2	0.130626238965299	protein-protein	0.130626238965299
F9	C8G	0.240609481468878	protein-protein	0.240609481468878
C1S	CFB	0.192823624034885	protein-protein	0.192823624034885
C2	C1S	0.14137660064819	protein-protein	0.14137660064819
CSF1R	CFB	-0.107218318211759	protein-protein	0.107218318211759
AHSG	HGFAC	0.239927748467419	protein-protein	0.239927748467419
C1S	CFB	0.192823624034885	protein-protein	0.192823624034885
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
C2	C1S	0.14137660064819	protein-protein	0.14137660064819
APOA1	SERPINA1	0.144060853535289	protein-protein	0.144060853535289
C4BPB	C1S	0.302640198430742	protein-protein	0.302640198430742
CFB	C8G	0.168536198644507	protein-protein	0.168536198644507
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
APOA1	APOC3	0.280938745997982	protein-protein	0.280938745997982
C4BPB	SERPINB1	0.516609930466434	protein-protein	0.516609930466434
C8G	DBH	0.164455550111897	protein-protein	0.164455550111897
F9	HGFAC	0.175366566343881	protein-protein	0.175366566343881
F9	HRG	0.119132143906556	protein-protein	0.119132143906556
F9	CFB	-0.101837804879096	protein-protein	0.101837804879096
AHSG	F9	-0.165688322956955	protein-protein	0.165688322956955
CPN1	AHSG	-0.501884584098532	protein-protein	0.501884584098532
CFH	CFB	-0.21602889363515	protein-protein	0.21602889363515
C2	HGFAC	-0.250492833851897	protein-protein	0.250492833851897
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
C2	C1S	0.14137660064819	protein-protein	0.14137660064819
C2	CFH	-0.34453659972957	protein-protein	0.34453659972957
CD14	DBH	0.353026181334733	protein-protein	0.353026181334733
CD14	C8G	0.188393655870579	protein-protein	0.188393655870579
CD14	CFB	0.364534329103394	protein-protein	0.364534329103394
CD14	CFH	-0.108533632809709	protein-protein	0.108533632809709
CD14	C2	0.427994479954142	protein-protein	0.427994479954142
ALDOB	AHSG	-0.135408990047122	protein-protein	0.135408990047122
APOC3	DBH	-0.465791427091999	protein-protein	0.465791427091999
APOC3	CFB	-0.2952506687237	protein-protein	0.2952506687237
APOC3	CPN1	-0.191917113166856	protein-protein	0.191917113166856
APOC3	C2	-0.276465272334935	protein-protein	0.276465272334935
APOC3	CD14	-0.467740442346401	protein-protein	0.467740442346401
SERPINA1	HRG	-0.101593136642124	protein-protein	0.101593136642124
SERPINA1	CFB	0.327422102806378	protein-protein	0.327422102806378
SERPINA1	F9	0.331008545937481	protein-protein	0.331008545937481
SERPINA1	CFH	0.170037596044422	protein-protein	0.170037596044422
SERPINA1	CD14	0.220120812787388	protein-protein	0.220120812787388
SERPINA1	APOC3	-0.177921323572366	protein-protein	0.177921323572366
APOH	DBH	-0.123172990304125	protein-protein	0.123172990304125
APOH	HRG	0.399023411172002	protein-protein	0.399023411172002
APOH	CFB	-0.375690927300643	protein-protein	0.375690927300643
APOH	F9	0.201549224890864	protein-protein	0.201549224890864
APOA1	HGFAC	0.3702846069035	protein-protein	0.3702846069035
APOA1	CFB	-0.407081850330789	protein-protein	0.407081850330789
APOA1	AHSG	0.362582966851655	protein-protein	0.362582966851655
APOA1	CPN1	-0.127620520693719	protein-protein	0.127620520693719
APOA1	C2	-0.350020444959133	protein-protein	0.350020444959133
APOA1	APOC3	0.280938745997982	protein-protein	0.280938745997982
APOA1	SERPINA1	0.144060853535289	protein-protein	0.144060853535289
APOA1	APOH	0.167927151866774	protein-protein	0.167927151866774
C4BPB	HGFAC	0.136410708986884	protein-protein	0.136410708986884
C4BPB	CFB	0.146323100926868	protein-protein	0.146323100926868
C4BPB	F9	0.387136175369154	protein-protein	0.387136175369154
C4BPB	C2	0.130626238965299	protein-protein	0.130626238965299
C4BPB	ALDOB	0.112819936872278	protein-protein	0.112819936872278
C4BPB	APOC3	0.147461283336331	protein-protein	0.147461283336331
C4BPB	SERPINA1	0.301759303808346	protein-protein	0.301759303808346
C4BPB	APOA1	-0.153433885524008	protein-protein	0.153433885524008
HRG	HGFAC	0.520035714053998	protein-protein	0.520035714053998
HRG	C8G	-0.100701244537117	protein-protein	0.100701244537117
F9	CFB	-0.101837804879096	protein-protein	0.101837804879096
AHSG	CFB	-0.147645329284966	protein-protein	0.147645329284966
AHSG	F9	-0.165688322956955	protein-protein	0.165688322956955
CPN1	CFB	0.477462050584028	protein-protein	0.477462050584028
C1S	HRG	0.120183468801319	protein-protein	0.120183468801319
CFH	CFB	-0.21602889363515	protein-protein	0.21602889363515
CFH	AHSG	-0.190728739765748	protein-protein	0.190728739765748
C2	CFB	0.630945298434461	protein-protein	0.630945298434461
C2	CPN1	0.249993699764396	protein-protein	0.249993699764396
C2	CFH	-0.34453659972957	protein-protein	0.34453659972957
APOC3	CFB	-0.2952506687237	protein-protein	0.2952506687237
APOC3	CFH	-0.278850186044762	protein-protein	0.278850186044762
APOC3	C2	-0.276465272334935	protein-protein	0.276465272334935
SERPINA1	HRG	-0.101593136642124	protein-protein	0.101593136642124
SERPINA1	F9	0.331008545937481	protein-protein	0.331008545937481
SERPINA1	CPN1	0.446107744485285	protein-protein	0.446107744485285
SERPINA1	C1S	0.102775917645658	protein-protein	0.102775917645658
SERPINA1	CFH	0.170037596044422	protein-protein	0.170037596044422
APOH	CFB	-0.375690927300643	protein-protein	0.375690927300643
APOH	F9	0.201549224890864	protein-protein	0.201549224890864
APOH	CFH	0.355028474023253	protein-protein	0.355028474023253
APOH	C2	-0.324247452712818	protein-protein	0.324247452712818
APOA1	CFB	-0.407081850330789	protein-protein	0.407081850330789
APOA1	AHSG	0.362582966851655	protein-protein	0.362582966851655
APOA1	CPN1	-0.127620520693719	protein-protein	0.127620520693719
APOA1	C2	-0.350020444959133	protein-protein	0.350020444959133
APOA1	APOC3	0.280938745997982	protein-protein	0.280938745997982
APOA1	SERPINA1	0.144060853535289	protein-protein	0.144060853535289
APOA1	APOH	0.167927151866774	protein-protein	0.167927151866774
C4BPB	SERPINA1	0.301759303808346	protein-protein	0.301759303808346
F9	SERPINB1	0.383505621218942	protein-protein	0.383505621218942
AHSG	SERPINB1	-0.560029782862575	protein-protein	0.560029782862575
AHSG	F9	-0.165688322956955	protein-protein	0.165688322956955
SERPINA1	CSF1R	0.198269114147551	protein-protein	0.198269114147551
SERPINA1	GSR	0.23617577170152	protein-protein	0.23617577170152
C4BPB	CFB	0.146323100926868	protein-protein	0.146323100926868
C4BPB	SERPINA1	0.301759303808346	protein-protein	0.301759303808346
